geoid20,tractname,HA_Agriculture,HA_Unclassified,HA_Urban,HA_Conservation,PCT_Agriculture,PCT_Unclassified,PCT_Urban,PCT_Conservation
15003006704,Moanalua Valley,1.783847359819811,9.305477841185894,0,0,16.086166972614247,83.91383348427222,0,0
15003006806,Ala Lilikoi,0,51.91558111339205,0,0,0,100.00000000023405,0,0
15003006810,Aliamanu Makai,20.906181467664297,86.18354851096346,0,0,19.522116175671737,80.47788397249772,0,0
15003006811,Aliamanu Mauka,0.035228833052874,59.02572062742994,0,0,0.059648267330796,99.94035164586879,0,0
15003006813,Honolulu Country Club,0,67.97708799161816,0,0,0,99.9999999998471,0,0
15003006814,Ala Ilima Street-Ala Lilikoi Street,0,6.226362037950319,0,0,0,99.99999999998954,0,0
15003006816,Likini Street-Aila Street,0,22.611260978309325,0,0,0,99.99999999955487,0,0
15003006817,Likini Street-Maluna Street,0,49.77883189233824,0,0,0,99.99999999977437,0,0
15003006818,Hoa Aloha Neighborhood Park,0,8.267638729147025,0,0,0,99.99999999987133,0,0
15003006819,Likini Street-Ala Nani Street,0,1.031616190923032,0,0,0,99.99999999974537,0,0
15003006900,Arizona Road,0,7.771245830493353,0,0,0,99.9999999997774,0,0
15003007001,Navy Exchange Mall,123.17827386273402,22.84187463674513,0,0,84.35703918725382,15.642960835686774,0,0
15003007002,Aliamanu Middle & Elementary School,124.86680915137848,36.8729102453171,0,0,77.20231591638908,22.7976840672252,0,0
15003007100,Nimitz Elementary School,121.51303309680227,12.152463763284135,0,0,90.90830161494166,9.091698338870252,0,0
15003007302,Hangar Avenue-Vickers Avenue,165.84343744658028,127.80391296152148,6.687732547562081,0,55.21946871710628,42.55377410381836,2.226757017849625,0
15003007400,Ford Island,119.11947085165203,393.53403915435996,242.9890538364846,0,15.763996965292208,52.07939016698947,32.15661285171369,0
15003007504,Aloha Stadium,81.94540249759562,35.160321077474876,0,0,69.97557450936421,30.02442592678951,0,0
15003007507,Camp H.M. Smith,336.60807050213316,90.92585855635737,0,0,78.73248111656403,21.267518723233977,0,0
15003007508,Stadium Mall,137.48859981450846,76.2143283980492,0,0,64.33631968582904,35.66367977470833,0,0
15003007701,Lower Aiea,57.882456535001594,78.12172009946553,0,0,42.559322808837265,57.440677247073445,0,0
15003007702,Aiea Heights,150.13648287766722,113.10320068873477,0,0,57.03413740072156,42.965862559860405,0,0
15003007804,Lower Pearl City,49.40237819553166,0,0,0,100.00000000018272,0,0,0
15003007807,Pearl Ridge High Rise,34.359006163472415,4.152769391045909,0,0,89.21688367582328,10.78311584248742,0,0
15003007808,Pearlridge Center,38.243712380274594,79.62995548632408,0,0,32.444661344506216,67.55533858591735,0,0
15003007809,Newtown,100.66518543201512,96.67217077538365,0,0,51.011722916207034,48.98827701094913,0,0
15003007812,Newtown Neighborhood Park,76.4726938022305,2.919127570075837,0,0,96.32313777173925,3.676861806815233,0,0
15003007813,Waiau Elementary School,56.76886389545571,0,0,0,99.99999999990682,0,0,0
15003007814,Nahele Neighborhood Park,96.62441840857944,44.20890739486892,0,0,68.60905814385114,31.390941833202028,0,0
15003007815,Pearl City High School,72.33870062426348,51.7578329459606,0,0,58.29228142258609,41.70771852234735,0,0
15003007816,Kaonohi Street,140.0566154400843,95.4233457584072,0,0,59.47708460579558,40.52291561671236,0,0
15003007817,Pono Street,46.1519663498596,35.725778092527804,0,0,56.36692429926744,43.63307543623366,0,0
15003008001,Hale Mohalu Hospital,6.87921865425832,84.90558337271075,27.182169618702176,0,5.782460893110495,71.36903769667511,22.848500783260516,0
15003008002,Lower Waiau,61.23743661897619,72.68568865936736,0.17988800516351,0,45.66447480063708,54.2013836863331,0.134141657983451,0
15003008005,Pacific Palisades,0,21.780778406329464,0,0,0,99.999999999988745,0,0
15003008008,Manana Housing,52.48700180459836,0,0,0,99.99999999996501,0,0,0
15003008009,Pearl Highlands Center,98.92388953409618,6.217016700457963,1.121778728490961,0,93.09372324432275,5.850611362367456,1.055665714149984,0
15003008010,Waimano Home Rd Hoomoana St,55.297363168637986,0,0,0,100.00000000001164,0,0,0
15003008011,Manana Elementary School,67.206169716597,88.17377741621613,0,0,43.25279485235119,56.747205234620566,0,0
15003008012,Pearl City Highlands Elementary School,85.8830495242004,0,0,0,99.99999999988411,0,0,0
15003008013,Waimano Home Road-Komo Mai Drive,59.17501287985083,16.24840141555107,0,0,78.45708610470862,21.542914262006548,0,0
15003008301,Iroquois Point,358.1025057178125,1074.981831838023,157.41574498349397,0,22.515088805429578,67.58766281051616,9.897248472394384,0
15003008302,Campbell High School,0,161.72386883404727,0,0,0,100.00000000020756,0,0
15003008405,Holomua School,115.49851122416264,0,0,0,100.00000000004331,0,0,0
15003008410,Coral Creek Golf Course,37.92060806623259,0,0,0,100.00000000026081,0,0,0
15003008411,Geiger Road,72.84799494690499,12.994061113158716,0,0,84.86282648603056,15.13717370531026,0,0
15003008413,Puuloa Neighborhood Park,0,18.127738720029026,0,0,0,100.00000000042925,0,0
15003008414,Keanui Drive-Hoomahana Street,102.00061496768308,65.08011510573236,0,0,61.048700564305655,38.951299078335815,0,0
15003008415,Hoalauna Community Park,64.36072992250418,0,0,0,99.99999999984979,0,0,0
15003008416,Kolowaka Drive-Koka Street,27.824553803321237,0,0,0,99.99999999953145,0,0,0
15003008417,Kolowaka Drive-Fort Weaver Road,43.29631179819076,0,0,0,100.00000000007769,0,0,0
15003008418,Ewa Beach Park,0,47.52994608817189,0.386597328018582,0,0,99.19318628676587,0.80681389170892,0
15003008623,UH West Oahu,47.38296156029396,0,0,0,99.99999999975701,0,0,0
15003008624,Fort Weaver Road-Aawa Drive,87.14919526888322,12.717809640665743,0,0,87.26525345360417,12.734746181456147,0,0
15003008625,Fort Weaver Road-Renton Road,77.70060911166567,0,0,0,99.9999999998683,0,0,0
15003008626,Ewa Villages Golf Course,170.00543990540396,0,0,0,100.00000000009422,0,0,0
15003008627,Honouliuli National Historic Site,1202.2333173700074,25.784859680336265,0,0,97.90028680017762,2.099713193217343,0,0
15003008702,St. Joseph School,53.444160176350906,62.141537307062755,0,0,46.23769303395659,53.76230662398095,0,0
15003008704,Waipahu High School,117.21943494436469,77.53445010862815,15.94123213829509,0,55.63466482104922,36.799385237825405,7.566024416254208,0
15003008705,Waipahu Intermediate School,49.791956039265635,11.94492313873719,0,0,80.65188485219171,19.34811648680755,0,0
15003008706,Kapapapuhi Point Park,93.36704018056534,37.38745014731807,0,0,71.40637397519296,28.5936262093696,0,0
15003008707,Waipahu District Park,72.34144856516106,15.89056223199773,0,0,81.9900264295945,18.00997413272781,0,0
15003008801,Paiwa Street-Hiapo Street,25.862360182840415,17.225346281877126,0,0,60.02259648079561,39.97740352425683,0,0
15003008802,Waipahu Uka Neighborhood Park,38.52363756369712,79.12488673979216,0,0,32.744683885553336,67.2553156355169,0,0
15003008912,August Ahrens School,49.96769600708898,3.601436773191221,0,0,93.27702996917021,6.722970092064484,0,0
15003008913,Robinson Heights,88.47437450285267,0,0,0,99.9999999999884,0,0,0
15003008921,Waipio,95.40263975882768,0,0,0,100.00000000000237,0,0,0
15003008931,Waiawa Prison,216.26840195499733,16.543542675981275,0,0,92.89403183245555,7.105968167665931,0,0
15003008933,Kealohi Neighborhood Park,0,1.1610235131052,0,0,0,100.00000000345229,0,0
15003008934,Royal Kunia Golf Course,147.3319243591648,22.305873794965724,0,0,86.85088234261117,13.149117741739405,0,0
15003008935,Kupuohi Neighborhood Park,74.52177783989939,0,0,0,99.99999999997473,0,0,0
15003008936,Kaleiopuu Elementary School,85.85787042712643,0,0,0,99.9999999999743,0,0,0
15003008937,Farrington Highway-Leoku Street,27.119433560630437,0,0,0,100.00000000006699,0,0,0
15003008938,Pacific Supermarket,32.98192451882449,0,0,0,99.99999999999562,0,0,0
15003008946,Waipio Uka Street-Mohalu Street,41.62039067880708,0.317614584867308,0,0,99.24265623751918,0.757343084673613,0,0
15003008948,Kanoelani Elementary School,50.12086708266616,0,0,0,99.99999999992755,0,0,0
15003008949,Waikele Country Club,78.38831046682282,0,0,0,99.99999999992885,0,0,0
15003008950,Kunia Neighborhood Park,44.64355847689999,0,0,0,99.99999999995244,0,0,0
15003008951,Kupuna Loop-Kaaka Street,31.29789147540527,0,0,0,100.00000000020113,0,0,0
15003008952,Patsy T. Mink Central Oahu Regional Park,229.20850881253827,83.83026645721002,0,0,73.22048481909775,26.779515229651444,0,0
15003011401,Lehua Community Park,0,138.5161616130255,77.0247145273616,0,0,64.26445154287154,35.735548665980865,0
15003980200,Honolulu International Airport,25.692648806477493,33.440965495797556,0,0,43.4484674225251,56.551533898506946,0,0
15003981400,Nimitz-Airport Commercial,26.924708291792463,5.485787573767379,0,0,83.07403914946971,16.925959855533367,0,0
15003981900,Malama Bay Golf Course,55.36332111073235,282.07551234395044,152.56190745872019,0,11.298619851260826,57.56634391476389,31.13503600536639,0
15003982200,Waipio Peninsula,612.612955578441,253.90797058826058,20.25427566508071,0,69.08323032446954,28.63273238615252,2.284037218091296,0
